Date,Adj Close,Close,High,Low,Open,Volume
1993-05-04,76.226318359375,76.2300033569336,76.2300033569336,76.2300033569336,76.2300033569336,0
1993-05-05,76.88628387451172,76.88999938964844,76.88999938964844,76.88999938964844,76.88999938964844,0
1993-05-06,76.41630554199219,76.41999816894531,76.41999816894531,76.41999816894531,76.41999816894531,0
1993-05-07,77.08627319335938,77.08999633789062,77.08999633789062,77.08999633789062,77.08999633789062,0
1993-05-10,77.02627563476562,77.02999877929688,77.02999877929688,77.02999877929688,77.02999877929688,0
1993-05-11,76.53630065917969,76.54000091552734,76.54000091552734,76.54000091552734,76.54000091552734,0
1993-05-12,75.79634094238281,75.80000305175781,75.80000305175781,75.80000305175781,75.80000305175781,0
1993-05-13,75.05636596679688,75.05999755859375,75.05999755859375,75.05999755859375,75.05999755859375,0
1993-05-14,75.92632293701172,75.93000030517578,75.93000030517578,75.93000030517578,75.93000030517578,0
1993-05-17,76.62628936767578,76.62999725341797,76.62999725341797,76.62999725341797,76.62999725341797,0
1993-05-18,78.39620971679688,78.4000015258789,78.4000015258789,78.4000015258789,78.4000015258789,0
1993-05-19,80.34611511230469,80.3499984741211,80.3499984741211,80.3499984741211,80.3499984741211,0
1993-05-20,80.73609924316406,80.73999786376953,80.73999786376953,80.73999786376953,80.73999786376953,0
1993-05-21,79.21617126464844,79.22000122070312,79.22000122070312,79.22000122070312,79.22000122070312,0
1993-05-24,80.46611022949219,80.47000122070312,80.47000122070312,80.47000122070312,80.47000122070312,0
1993-05-25,79.8961410522461,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,0
1993-05-26,82.38601684570312,82.38999938964844,82.38999938964844,82.38999938964844,82.38999938964844,0
1993-05-27,82.0360336303711,82.04000091552734,82.04000091552734,82.04000091552734,82.04000091552734,0
1993-05-28,80.63610076904297,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
1993-06-01,81.9160385131836,81.91999816894531,81.91999816894531,81.91999816894531,81.91999816894531,0
1993-06-02,82.7760009765625,82.77999877929688,82.77999877929688,82.77999877929688,82.77999877929688,0
1993-06-03,82.94598388671875,82.94999694824219,82.94999694824219,82.94999694824219,82.94999694824219,0
1993-06-04,82.69599914550781,82.69999694824219,82.69999694824219,82.69999694824219,82.69999694824219,0
1993-06-07,81.21607208251953,81.22000122070312,81.22000122070312,81.22000122070312,81.22000122070312,0
1993-06-08,80.47611236572266,80.4800033569336,80.4800033569336,80.4800033569336,80.4800033569336,0
1993-06-09,80.22611999511719,80.2300033569336,80.2300033569336,80.2300033569336,80.2300033569336,0
1993-06-10,79.61615753173828,79.62000274658203,79.62000274658203,79.62000274658203,79.62000274658203,0
1993-06-11,80.61610412597656,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,0
1993-06-14,81.27606964111328,81.27999877929688,81.27999877929688,81.27999877929688,81.27999877929688,0
1993-06-15,80.70610046386719,80.70999908447266,80.70999908447266,80.70999908447266,80.70999908447266,0
1993-06-16,79.85614013671875,79.86000061035156,79.86000061035156,79.86000061035156,79.86000061035156,0
1993-06-17,78.8661880493164,78.87000274658203,78.87000274658203,78.87000274658203,78.87000274658203,0
1993-06-18,77.85623931884766,77.86000061035156,77.86000061035156,77.86000061035156,77.86000061035156,0
1993-06-21,78.13622283935547,78.13999938964844,78.13999938964844,78.13999938964844,78.13999938964844,0
1993-06-22,78.06622314453125,78.06999969482422,78.06999969482422,78.06999969482422,78.06999969482422,0
1993-06-23,77.4362564086914,77.44000244140625,77.44000244140625,77.44000244140625,77.44000244140625,0
