Date,Adj Close,Close,High,Low,Open,Volume
1993-05-04,99.76000213623047,99.76000213623047,99.76000213623047,99.76000213623047,99.76000213623047,0
1993-05-05,99.5,99.5,99.5,99.5,99.5,0
1993-05-06,99.19000244140625,99.19000244140625,99.19000244140625,99.19000244140625,99.19000244140625,0
1993-05-07,99.12999725341797,99.12999725341797,99.12999725341797,99.12999725341797,99.12999725341797,0
1993-05-10,99.66000366210938,99.66000366210938,99.66000366210938,99.66000366210938,99.66000366210938,0
1993-05-11,99.93000030517578,99.93000030517578,99.93000030517578,99.93000030517578,99.93000030517578,0
1993-05-12,100.77999877929688,100.77999877929688,100.77999877929688,100.77999877929688,100.77999877929688,0
1993-05-13,99.30000305175781,99.30000305175781,99.30000305175781,99.30000305175781,99.30000305175781,0
1993-05-14,99.26000213623047,99.26000213623047,99.26000213623047,99.26000213623047,99.26000213623047,0
1993-05-17,99.62000274658203,99.62000274658203,99.62000274658203,99.62000274658203,99.62000274658203,0
1993-05-18,99.54000091552734,99.54000091552734,99.54000091552734,99.54000091552734,99.54000091552734,0
1993-05-19,101.47000122070312,101.47000122070312,101.47000122070312,101.47000122070312,101.47000122070312,0
1993-05-20,102.87000274658203,102.87000274658203,102.87000274658203,102.87000274658203,102.87000274658203,0
1993-05-21,101.33000183105469,101.33000183105469,101.33000183105469,101.33000183105469,101.33000183105469,0
1993-05-24,102.55000305175781,102.55000305175781,102.55000305175781,102.55000305175781,102.55000305175781,0
1993-05-25,102.44999694824219,102.44999694824219,102.44999694824219,102.44999694824219,102.44999694824219,0
1993-05-26,103.19000244140625,103.19000244140625,103.19000244140625,103.19000244140625,103.19000244140625,0
1993-05-27,102.9800033569336,102.9800033569336,102.9800033569336,102.9800033569336,102.9800033569336,0
1993-05-28,102.41999816894531,102.41999816894531,102.41999816894531,102.41999816894531,102.41999816894531,0
1993-06-01,103.29000091552734,103.29000091552734,103.29000091552734,103.29000091552734,103.29000091552734,0
1993-06-02,103.55999755859375,103.55999755859375,103.55999755859375,103.55999755859375,103.55999755859375,0
1993-06-03,103.19999694824219,103.19999694824219,103.19999694824219,103.19999694824219,103.19999694824219,0
1993-06-04,102.66999816894531,102.66999816894531,102.66999816894531,102.66999816894531,102.66999816894531,0
1993-06-07,101.69999694824219,101.69999694824219,101.69999694824219,101.69999694824219,101.69999694824219,0
1993-06-08,100.48999786376953,100.48999786376953,100.48999786376953,100.48999786376953,100.48999786376953,0
1993-06-09,100.66000366210938,100.66000366210938,100.66000366210938,100.66000366210938,100.66000366210938,0
1993-06-10,100.44000244140625,100.44000244140625,100.44000244140625,100.44000244140625,100.44000244140625,0
1993-06-11,101.05999755859375,101.05999755859375,101.05999755859375,101.05999755859375,101.05999755859375,0
1993-06-14,100.80000305175781,100.80000305175781,100.80000305175781,100.80000305175781,100.80000305175781,0
1993-06-15,100.05999755859375,100.05999755859375,100.05999755859375,100.05999755859375,100.05999755859375,0
1993-06-16,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,0
1993-06-17,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,0
1993-06-18,98.91000366210938,98.91000366210938,98.91000366210938,98.91000366210938,98.91000366210938,0
1993-06-21,99.08999633789062,99.08999633789062,99.08999633789062,99.08999633789062,99.08999633789062,0
1993-06-22,98.33000183105469,98.33000183105469,98.33000183105469,98.33000183105469,98.33000183105469,0
1993-06-23,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,0
1993-06-24,98.7699966430664,98.7699966430664,98.7699966430664,98.7699966430664,98.7699966430664,0
1993-06-25,99.26000213623047,99.26000213623047,99.26000213623047,99.26000213623047,99.26000213623047,0
1993-06-28,100.48999786376953,100.48999786376953,100.48999786376953,100.48999786376953,100.48999786376953,0
1993-06-29,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,0
1993-06-30,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,0
1993-07-01,99.29000091552734,99.29000091552734,99.29000091552734,99.29000091552734,99.29000091552734,0
1993-07-02,98.54000091552734,98.54000091552734,98.54000091552734,98.54000091552734,98.54000091552734,0
1993-07-06,97.37999725341797,97.37999725341797,97.37999725341797,97.37999725341797,97.37999725341797,0
1993-07-07,97.79000091552734,97.79000091552734,97.79000091552734,97.79000091552734,97.79000091552734,0
1993-07-08,99.63999938964844,99.63999938964844,99.63999938964844,99.63999938964844,99.63999938964844,0
1993-07-09,99.69000244140625,99.69000244140625,99.69000244140625,99.69000244140625,99.69000244140625,0
1993-07-12,99.3499984741211,99.3499984741211,99.3499984741211,99.3499984741211,99.3499984741211,0
1993-07-13,99.62999725341797,99.62999725341797,99.62999725341797,99.62999725341797,99.62999725341797,0
